"노선번호",노선명,기점명,종점명,정거장구성,노선연장,개통일자,운영기관명,운영기관전화번호,데이터기준일자
S3001,대전도서철도 1호선,판암,반석,"0101-판암,0102-신흥,0103-대동,0104-대전,0105-중앙로,0106-중구청,0107-서대전네거리,0108-오룡,0109-용문,0110-탄방,0111-시청,0112-정부청사,0113-갈마,0114-월평,0115-갑천,0116-유성온천,0117-구암,0118-현충원,0119-월드컵경기장,0120-노은,0121-지족,0122-반석",20470,2006-03-16,대전광역시도시철도공사,042-539-3114,2018-08-22
