연도,역번호,역명,1월 승차, 1월 하차,2월 승차, 2월 하차,3월 승차,3월 하차,4월 승차,4월 하차,5월 승차,5월 하차,6월 승차,6월 하차,7월 승차,7월 하차,8월 승차,8월 하차,9월 승차,9월 하차,10월 승차,10월 하차,11월 승차,11월 하차,12월 승차,12월 하차
2011,122,반석,"86,946","81,913","77,722","72,255","95,113","89,020","93,456","87,548","94,013","87,851","91,147","85,694","91,458","84,511","90,108","83,018","88,113","82,019","94,769","88,053","93,953","87,833","97,513","90,320"
2012,101,판암,"132,939","114,085","133,360","115,357","148,599","132,050","145,565","128,263","158,363","139,120","146,877","128,421","143,283","124,377","132,706","114,304","142,243","124,716","149,275","130,706","146,730","128,784","148,680","129,805"
2012,102,신흥,"54,481","44,543","53,914","43,843","58,673","48,020","56,769","46,288","62,430","51,160","58,406","48,539","58,974","48,782","55,049","45,620","57,550","47,277","59,203","48,487","58,663","47,552","62,338","49,796"
2012,103,대동,"149,872","125,949","145,307","123,269","198,125","169,531","188,757","161,002","206,734","175,488","183,312","155,656","173,338","147,063","150,664","128,961","177,869","151,329","184,420","157,480","185,227","157,786","184,785","156,613"
2012,104,대전,"319,279","318,801","320,222","320,229","348,480","348,814","334,871","334,113","355,161","356,062","338,055","340,797","321,521","325,422","307,717","312,314","322,510","328,807","335,281","334,479","332,093","339,057","362,363","372,732"
2012,105,중앙로,"209,719","229,577","216,340","235,579","223,523","243,713","202,041","223,958","234,319","256,993","204,970","225,947","214,986","233,265","196,502","212,495","190,973","208,300","205,073","224,261","196,387","214,651","237,192","254,545"
2012,106,중구청,"65,742","70,053","67,731","72,096","75,384","80,078","71,828","77,215","77,343","83,081","73,515","78,310","72,651","77,515","66,857","70,570","69,459","73,817","74,341","79,772","75,202","80,022","74,607","80,614"
2012,107,서대전네거리,"222,622","232,248","223,738","232,921","239,258","249,975","232,951","242,608","252,989","262,645","233,856","242,742","229,105","238,522","208,396","218,688","216,559","224,691","232,785","240,684","234,980","244,665","254,402","263,934"
2012,108,오룡,"122,930","111,077","127,183","115,878","142,841","129,999","137,846","126,011","148,163","134,226","136,457","125,060","131,059","120,185","122,784","111,887","132,217","119,992","137,465","125,811","142,370","129,160","145,013","131,296"
2012,109,용문,"217,821","221,047","217,921","218,761","231,318","234,136","224,913","227,031","240,825","242,987","225,606","228,552","225,653","226,438","207,651","208,350","212,942","215,643","226,726","230,642","228,096","231,755","248,634","251,987"
2012,110,탄방,"134,072","151,237","135,987","151,836","146,899","163,471","139,155","155,559","149,363","168,225","140,515","156,930","138,708","154,593","128,168","142,225","131,836","147,899","138,733","155,980","142,113","161,207","158,215","179,495"
2012,111,시청,"232,419","252,739","237,495","258,125","237,123","261,508","223,643","246,825","242,935","268,083","226,264","248,662","233,444","255,393","213,519","232,812","212,935","235,531","226,714","249,241","230,554","253,157","253,530","278,608"
2012,112,정부청사,"174,218","191,191","179,688","197,750","188,963","207,182","184,406","202,971","204,310","224,483","189,855","207,941","183,513","203,268","167,250","185,558","174,858","193,304","186,631","207,073","194,818","214,663","211,177","234,031"
2012,113,갈마,"99,397","94,976","99,884","95,120","105,852","102,392","102,053","96,897","112,039","105,788","103,966","97,952","100,229","93,841","90,744","85,753","95,258","90,810","99,913","95,028","101,093","96,078","109,268","103,796"
2012,114,월평,"120,189","121,052","121,786","120,464","135,863","135,179","130,503","131,166","138,264","137,296","127,324","126,704","123,525","124,468","115,190","115,557","124,746","124,350","127,084","129,948","130,508","130,797","141,119","140,810"
2012,115,갑천,"31,174","29,860","31,785","30,813","36,033","34,931","34,263","33,220","37,284","35,830","34,850","33,715","32,210","30,587","28,994","26,913","30,469","28,951","33,919","32,427","34,784","32,611","35,504","32,951"
2012,116,유성온천,"211,454","209,096","218,476","216,235","249,424","245,837","234,056","231,843","269,134","267,950","233,890","228,527","219,255","215,714","201,017","199,276","221,527","219,150","239,519","239,347","246,390","243,914","267,800","262,841"
2012,117,구암,"81,903","82,852","84,363","85,045","97,015","95,822","96,165","95,171","102,149","103,842","94,673","95,385","88,611","89,690","81,691","82,697","90,967","90,386","95,464","95,170","95,291","94,374","95,920","94,706"
2012,118,현충원,"56,960","40,956","58,582","42,643","90,765","72,551","93,371","73,950","99,082","79,137","81,612","65,079","66,253","49,263","63,469","46,980","81,006","64,438","91,279","71,461","85,996","66,408","76,062","54,650"
2012,119,월드컵경기장,"68,302","61,937","68,479","63,295","74,385","70,518","73,729","69,306","78,733","74,097","81,068","76,761","72,683","68,175","67,465","63,033","74,254","68,862","74,056","68,426","74,884","69,736","80,753","74,282"
2012,120,노은,"113,607","116,432","117,001","119,211","117,516","120,520","113,255","115,669","126,234","128,869","117,906","121,201","121,620","124,397","112,815","116,676","112,754","117,182","119,211","123,552","121,966","126,413","137,871","140,887"
2012,121,지족,"85,716","81,326","88,953","84,561","101,197","95,660","97,443","93,489","104,311","99,040","92,294","88,453","89,521","86,228","84,635","80,820","90,674","86,645","97,128","93,536","99,147","94,595","100,142","93,801"
2012,122,반석,"93,933","86,656","98,110","90,987","102,009","94,612","98,939","91,665","107,877","99,853","101,326","93,151","103,344","95,870","97,219","88,927","101,499","92,848","110,809","100,705","111,780","101,032","126,291","114,374"
2013,101,판암,"143,506","124,744","126,602","109,968","153,150","136,967","152,699","135,650","162,619","144,053","143,243","126,362","144,265","126,614","139,801","122,351","139,955","122,393","157,779","138,772","153,750","134,311","155,857","135,133"
2013,102,신흥,"59,805","48,480","51,439","42,240","60,442","49,445","60,284","48,975","63,085","52,184","57,463","47,844","60,389","50,010","56,851","47,350","55,674","46,285","62,360","51,916","60,749","50,129","63,954","51,449"
2013,103,대동,"169,058","145,196","140,867","119,678","204,167","175,216","199,345","170,645","210,997","177,465","180,781","153,736","174,678","148,645","157,374","133,146","176,813","148,177","199,464","167,832","196,615","165,573","190,222","159,808"
2013,104,대전,"336,647","340,290","303,807","308,586","351,841","352,170","337,450","341,660","362,647","367,852","336,054","340,529","330,166","334,999","330,084","334,473","326,462","327,054","350,560","356,037","347,643","354,058","349,748","354,575"
2013,105,중앙로,"211,298","230,454","205,346","220,137","228,043","245,341","199,554","218,092","233,301","254,038","201,025","219,179","213,739","232,284","209,733","227,796","198,676","220,828","207,785","231,523","209,065","231,656","251,385","275,718"
2013,106,중구청,"69,736","75,486","59,909","65,452","72,182","78,298","74,168","80,378","76,550","83,917","69,811","75,313","76,200","83,046","69,945","74,792","68,592","74,406","79,219","85,729","77,228","84,106","77,708","85,804"
2013,107,서대전네거리,"244,454","253,680","213,363","220,753","248,218","256,853","242,766","249,684","259,701","268,062","234,243","243,767","233,706","241,001","221,746","230,781","215,558","224,634","246,828","256,732","244,830","253,899","257,783","266,100"
2013,108,오룡,"142,961","129,393","120,853","109,826","144,546","132,262","145,216","132,430","150,746","137,092","136,472","124,359","139,318","125,239","127,945","115,249","125,497","113,851","144,498","131,110","143,313","129,577","148,476","133,641"
2013,109,용문,"244,800","246,870","208,595","210,624","243,271","247,448","235,579","240,383","248,963","253,545","230,986","232,620","233,450","236,378","220,388","222,682","214,730","217,191","240,033","244,089","239,671","243,405","253,384","257,688"
2013,110,탄방,"156,302","173,739","132,285","147,479","154,526","171,161","150,768","166,997","155,340","172,995","142,767","158,303","147,256","163,065","142,448","158,225","133,905","150,479","153,245","170,993","152,930","171,879","163,445","184,073"
2013,111,시청,"256,976","279,099","214,800","236,844","236,252","261,854","227,859","250,939","242,591","267,462","219,487","242,144","238,009","261,245","218,442","240,005","201,896","224,882","231,977","255,130","235,450","259,054","251,885","277,684"
2013,112,정부청사,"203,706","225,635","173,944","191,772","201,396","222,681","200,006","220,463","214,913","236,800","191,015","209,659","193,568","213,223","181,438","197,782","176,365","193,718","207,108","225,692","208,125","226,353","215,692","238,526"
2013,113,갈마,"104,763","99,104","91,775","87,012","106,257","101,487","102,308","98,659","109,404","105,525","98,656","94,112","100,099","95,446","93,786","89,227","92,909","89,753","104,768","100,697","104,006","99,845","108,513","103,435"
2013,114,월평,"132,387","132,314","114,297","114,310","139,526","138,713","133,374","133,745","141,342","140,671","125,401","125,335","125,022","126,124","120,660","122,848","121,378","122,607","135,991","136,351","135,989","136,527","137,591","137,769"
2013,115,갑천,"34,022","32,358","29,532","28,015","37,040","35,811","36,200","34,758","37,585","36,146","35,248","33,071","33,851","31,944","32,122","30,062","31,910","31,040","37,017","36,383","36,445","35,927","36,287","35,149"
2013,116,유성온천,"248,376","244,217","217,752","213,976","270,977","267,933","256,676","254,275","278,505","276,442","236,452","233,893","232,176","231,509","221,354","221,850","230,278","229,528","260,414","258,905","263,532","262,723","273,459","271,247"
2013,117,구암,"92,314","92,098","81,575","81,223","102,052","101,178","99,135","97,726","105,117","104,730","95,051","94,375","91,985","92,251","87,398","88,280","88,526","88,139","100,368","100,965","96,893","98,340","97,168","97,660"
2013,118,현충원,"66,410","47,388","61,576","43,126","98,713","77,926","98,375","78,109","105,651","82,101","85,336","65,994","67,820","48,913","67,003","47,136","82,167","62,753","93,836","72,518","89,939","67,404","78,022","55,847"
2013,119,월드컵경기장,"76,464","71,140","64,274","60,201","76,981","73,989","76,301","73,191","81,285","79,374","85,066","82,994","76,803","72,163","72,300","66,671","68,982","63,927","79,806","73,935","77,961","73,279","80,805","74,077"
2013,120,노은,"131,607","136,084","113,898","117,720","124,759","129,820","121,732","126,052","131,776","136,622","121,383","125,270","128,729","131,803","123,468","128,263","114,533","118,580","127,556","131,762","129,433","133,680","136,957","140,281"
2013,121,지족,"95,041","90,924","81,523","78,465","100,918","97,721","100,008","97,069","104,052","100,093","90,376","86,661","89,746","85,900","82,578","79,433","86,446","82,380","98,473","94,044","99,251","94,237","98,722","93,474"
2013,122,반석,"126,464","116,067","112,251","102,376","126,273","115,380","123,435","112,815","130,920","118,143","121,914","112,632","130,307","120,060","126,457","115,698","118,604","108,072","137,028","124,297","135,449","121,299","145,533","130,718"
2014,101,판암,"139,406","121,096","131,404","113,114","154,030","134,552","154,696","135,295","157,177","137,125","142,072","123,528","145,302","126,734","137,652","118,465","142,154","122,852","150,807","130,983","144,755","124,110","151,046","130,240"
2014,102,신흥,"57,405","47,907","54,363","44,546","61,609","51,163","61,541","50,976","61,829","51,410","57,761","48,366","61,012","51,336","56,415","47,840","56,930","48,623","59,784","51,466","57,474","48,872","57,474","51,820"
2014,103,대동,"164,807","140,475","146,878","126,214","205,938","177,276","199,973","171,785","204,702","174,747","180,720","155,663","184,575","156,648","163,387","138,761","187,540","158,496","198,193","167,717","193,486","164,381","199,084","168,912"
2014,104,대전,"325,865","331,759","308,829","307,680","354,809","353,514","346,831","349,983","366,973","368,741","340,293","342,211","337,227","342,748","343,872","346,456","331,710","334,665","347,707","352,604","339,370","342,038","359,941","365,773"
2014,105,중앙로,"207,948","227,547","215,753","232,979","228,135","248,338","206,128","226,858","239,830","262,028","205,469","223,307","217,922","238,563","213,088","232,937","203,313","224,051","208,930","231,772","205,682","227,594","241,930","265,183"
2014,106,중구청,"73,930","80,642","70,479","77,649","81,613","88,202","81,627","88,901","78,365","85,757","71,427","77,751","79,121","85,555","72,469","77,838","75,335","81,002","81,181","87,096","75,970","81,172","81,774","87,384"
2014,107,서대전네거리,"233,640","243,796","223,473","231,794","248,194","258,394","245,554","255,093","256,485","268,265","234,193","242,798","241,910","249,454","231,798","241,695","230,608","238,773","248,339","257,370","245,277","254,355","266,316","274,754"
2014,108,오룡,"138,836","126,241","128,756","116,859","150,326","136,481","151,571","137,616","148,050","133,949","134,930","123,148","141,394","127,869","132,387","119,486","134,989","121,571","149,523","135,373","145,247","131,117","157,709","141,966"
2014,109,용문,"233,372","236,461","215,328","220,525","242,492","246,868","236,417","239,507","242,795","244,624","225,059","226,064","235,501","234,976","221,458","222,888","217,807","219,524","238,442","241,623","233,880","236,404","255,185","259,659"
2014,110,탄방,"151,240","167,725","141,982","156,962","160,080","177,132","155,419","173,112","157,780","176,508","147,353","163,674","156,697","174,389","149,389","166,058","146,082","164,048","159,162","179,210","154,899","175,141","175,593","198,245"
2014,111,시청,"239,801","261,179","228,905","250,283","240,563","266,544","236,875","261,483","244,632","270,017","219,882","242,985","246,706","271,216","231,622","250,975","217,757","239,665","234,189","257,476","231,657","253,083","264,453","290,458"
2014,112,정부청사,"196,191","213,654","189,487","206,555","209,856","230,366","208,274","226,997","213,182","232,348","193,129","210,794","204,899","224,972","194,711","212,747","193,043","210,474","213,841","232,870","208,245","226,586","230,450","254,106"
2014,113,갈마,"99,237","95,228","95,337","91,739","106,468","102,169","104,917","100,681","108,709","105,544","100,491","95,968","102,868","97,665","97,200","92,778","96,346","93,016","104,465","99,927","101,236","97,420","110,378","106,336"
2014,114,월평,"125,854","125,173","115,271","116,603","135,734","138,221","130,983","131,198","137,523","137,924","124,514","126,116","126,915","127,725","122,903","124,260","123,875","125,362","134,776","134,038","131,647","132,374","138,097","137,492"
2014,115,갑천,"32,563","31,807","31,902","30,761","36,425","35,961","36,040","35,583","36,869","36,224","34,074","33,045","34,302","32,959","31,221","30,295","31,573","30,927","34,592","34,174","33,615","32,926","35,488","33,936"
2014,116,유성온천,"245,112","243,041","235,420","235,862","278,503","279,092","270,541","270,022","277,232","276,246","251,255","250,038","251,229","252,368","243,606","244,584","251,666","253,401","275,804","274,387","275,567","277,327","307,946","307,060"
2014,117,구암,"88,801","89,158","82,776","83,337","99,399","100,291","100,054","101,667","102,415","103,953","93,264","94,504","93,162","92,398","89,833","90,547","90,025","90,324","97,963","98,987","94,855","94,224","97,238","95,583"
2014,118,현충원,"63,991","44,585","61,612","41,959","97,029","72,937","99,541","76,705","99,286","75,325","80,606","62,130","68,731","50,426","68,160","48,467","85,080","66,554","93,657","73,463","86,655","67,400","79,403","58,729"
2014,119,월드컵경기장,"73,133","66,648","67,750","62,882","76,199","70,454","74,831","69,836","76,486","71,497","77,327","72,509","74,061","68,399","80,101","75,893","71,771","66,349","77,643","71,707","75,087","69,926","82,440","75,995"
2014,120,노은,"128,658","132,733","125,412","129,963","132,977","138,658","130,287","135,431","135,536","141,094","124,207","128,862","135,577","140,961","130,753","136,101","120,845","127,693","130,606","136,866","129,236","134,523","148,113","152,950"
2014,121,지족,"86,455","82,407","85,170","81,087","102,333","98,361","101,183","97,836","101,667","96,513","90,013","86,181","93,213","88,084","88,131","83,400","92,581","88,030","100,039","95,322","96,021","92,748","102,727","97,357"
2014,122,반석,"137,779","123,962","134,938","121,702","153,158","139,451","154,957","140,527","158,953","144,968","148,775","137,150","163,413","150,004","156,173","143,176","157,261","143,628","175,167","159,585","173,484","158,135","197,106","177,792"
2015,101,판암,"140,103","119,964","121,727","104,621","149,704","131,925","146,309","128,569","151,499","133,522","123,259","108,598","138,325","120,236","133,538","116,638","137,300","119,704","145,278","126,231","134,557","117,150","140,927","122,454"
2015,102,신흥,"58,101","48,494","49,917","42,365","62,109","52,610","61,918","52,701","64,596","54,745","54,061","45,753","59,549","51,486","57,959","50,197","60,526","51,938","64,591","55,817","60,958","52,360","65,425","55,359"
2015,103,대동,"167,893","142,951","137,027","117,956","204,259","177,490","195,244","168,862","198,391","169,467","157,615","133,686","162,400","139,061","163,618","142,629","179,646","152,905","189,045","163,507","179,900","156,705","179,237","155,185"
2015,104,대전,"338,133","339,420","298,998","299,928","346,646","345,775","344,052","347,941","366,612","368,128","269,224","274,896","324,010","328,129","332,045","331,019","332,064","336,562","345,785","350,536","334,843","334,716","346,164","351,834"
2015,105,중앙로,"217,749","239,720","202,138","221,174","219,426","240,776","197,064","220,220","236,105","260,536","167,146","184,676","210,010","229,236","207,396","226,973","200,365","220,826","212,766","234,283","201,850","221,772","243,757","265,242"
2015,106,중구청,"76,903","84,004","63,130","68,750","82,771","88,301","82,199","88,531","79,631","86,032","63,339","67,895","76,362","81,890","69,324","74,033","74,386","78,631","80,443","84,741","77,107","82,066","77,170","82,681"
2015,107,서대전네거리,"241,658","251,065","206,798","214,537","250,215","257,789","247,105","253,860","254,575","263,593","195,355","201,891","227,927","234,691","221,211","229,828","224,660","232,312","242,013","250,473","231,019","238,989","247,523","255,631"
2015,108,오룡,"142,741","130,328","121,703","110,466","151,710","136,124","150,410","135,141","146,593","131,859","123,715","111,366","138,421","123,444","130,275","116,287","137,059","121,660","147,111","130,669","145,327","129,596","149,517","134,366"
2015,109,용문,"237,933","241,023","201,225","203,880","245,918","250,054","238,715","241,673","241,553","243,362","200,987","200,998","227,425","228,352","217,525","218,546","220,247","222,723","240,494","244,612","229,276","231,971","246,334","248,556"
2015,110,탄방,"164,160","181,992","136,396","150,984","167,602","185,462","161,455","179,554","160,225","178,636","135,997","152,341","154,594","173,902","148,663","166,379","150,338","168,426","160,797","180,004","154,400","172,963","165,052","185,672"
2015,111,시청,"257,499","279,492","212,537","231,948","244,560","267,168","234,969","256,849","239,125","259,496","197,407","216,631","239,081","261,438","226,607","246,055","220,134","240,641","235,137","255,423","229,521","249,634","252,730","278,638"
2015,112,정부청사,"210,927","230,734","176,484","191,504","218,981","238,136","214,730","233,830","218,920","237,196","171,188","188,061","196,199","214,372","187,997","203,860","193,434","209,507","212,002","229,002","203,289","220,304","215,470","234,722"
2015,113,갈마,"102,738","99,367","88,780","86,083","104,817","101,697","101,945","98,594","106,050","101,782","85,273","81,762","97,766","94,312","92,866","88,985","94,316","91,355","101,341","97,619","97,762","93,304","105,262","100,754"
2015,114,월평,"127,089","127,454","107,032","107,703","133,727","135,359","129,564","130,619","134,787","136,242","107,483","108,160","118,653","119,459","115,531","118,290","119,221","122,414","131,450","132,780","124,736","126,776","128,357","128,383"
2015,115,갑천,"33,925","32,950","28,176","27,137","35,817","35,317","35,060","34,257","36,009","35,654","28,939","27,944","32,100","30,544","30,318","28,782","31,319","29,934","33,400","32,979","31,698","30,967","33,212","32,085"
2015,116,유성온천,"283,472","280,853","240,865","238,714","301,464","298,042","288,470","286,147","302,588","303,999","226,529","223,823","257,817","254,990","250,182","250,171","263,079","263,694","285,547","285,150","277,960","279,885","301,679","299,179"
2015,117,구암,"89,259","89,604","75,926","76,938","96,399","97,715","94,239","95,656","96,546","99,503","78,156","78,765","84,465","85,268","81,521","83,306","87,210","89,368","92,689","93,799","87,916","89,174","90,104","90,327"
2015,118,현충원,"65,106","47,687","58,230","41,334","93,398","74,004","94,376","75,480","97,146","75,809","67,760","54,438","66,539","49,152","68,876","50,571","84,123","67,270","90,302","72,464","83,180","67,012","77,692","59,305"
2015,119,월드컵경기장,"74,805","68,164","62,855","57,984","83,261","81,264","76,083","71,244","76,890","72,091","64,666","60,621","71,756","66,552","72,057","67,096","70,750","65,949","80,471","74,922","74,019","68,276","78,836","72,779"
2015,120,노은,"139,300","145,093","118,765","123,372","133,836","140,261","129,738","136,251","136,138","142,291","109,614","114,438","129,751","135,825","129,246","135,905","124,726","130,955","134,109","141,939","127,421","134,325","138,706","144,122"
2015,121,지족,"90,410","86,414","75,538","71,770","102,807","99,351","99,733","96,104","98,185","93,185","82,110","80,174","88,212","85,121","84,429","81,207","90,728","88,181","97,810","93,160","95,548","91,612","96,072","91,381"
2015,122,반석,"188,248","171,467","162,385","148,008","202,418","185,038","198,873","179,643","203,437","185,556","173,466","158,402","200,996","184,179","194,137","177,861","201,158","180,577","217,352","196,466","208,215","188,606","222,730","199,870"
2016,101,판암,"125,966","109,511","117,145","101,554","140,817","123,636","137,629","120,329","141,688","123,867","133,458","115,693","129,611","112,299","127,842","110,563","125,959","108,488","135,574","116,546","131,590","113,042","134,611","115,485"
2016,102,신흥,"59,586","51,283","55,094","46,601","65,989","56,187","63,771","54,425","65,706","56,127","63,041","54,139","60,482","52,666","59,989","51,518","59,150","50,455","63,545","54,843","62,870","53,849","65,707","56,109"
2016,103,대동,"151,686","133,984","133,190","117,564","195,302","173,850","182,516","160,803","185,901","164,273","169,102","149,492","153,404","134,763","145,201","127,231","162,208","141,896","172,147","152,321","170,794","152,653","166,440","146,178"
2016,104,대전,"323,871","323,051","302,993","303,494","340,821","341,984","340,586","345,185","354,420","352,518","328,413","333,245","325,161","329,376","317,179","320,120","316,536","321,658","329,039","331,067","315,330","320,176","332,243","335,499"
2016,105,중앙로,"211,815","232,093","218,467","235,944","219,875","240,296","205,378","227,784","230,817","253,134","197,360","217,252","216,645","235,582","211,162","231,806","194,371","216,598","206,377","227,518","198,232","218,794","230,077","251,625"
2016,106,중구청,"68,250","73,021","64,309","69,159","80,336","84,719","75,611","80,850","77,877","82,876","73,892","78,622","71,865","76,025","68,975","72,608","67,636","70,777","75,198","78,086","75,991","78,808","75,032","79,004"
2016,107,서대전네거리,"223,121","230,534","208,868","217,055","242,285","248,202","235,884","244,620","242,038","249,518","224,105","231,177","219,778","228,489","209,897","216,775","204,699","210,890","225,936","232,207","223,629","229,471","233,030","240,739"
2016,108,오룡,"134,027","121,172","120,153","109,453","150,280","134,862","142,078","127,689","144,658","130,293","138,058","123,451","133,207","118,425","129,128","115,236","127,498","112,814","138,377","123,346","142,298","126,383","144,765","129,777"
2016,109,용문,"229,665","231,838","207,761","209,581","247,988","251,622","237,184","238,311","241,486","240,463","231,346","230,322","228,587","227,896","224,839","224,921","213,974","214,652","235,678","236,907","232,502","234,346","245,119","246,839"
2016,110,탄방,"151,458","168,160","137,537","152,840","161,574","178,420","152,253","168,916","157,918","176,453","154,112","173,144","153,491","172,355","150,005","167,350","140,495","158,138","152,650","174,615","152,936","173,278","166,089","189,227"
2016,111,시청,"246,792","264,458","220,653","239,177","243,704","263,443","229,977","249,952","236,060","256,405","227,846","247,507","239,782","258,378","228,994","246,753","211,172","230,725","227,859","247,749","231,941","253,458","250,892","276,371"
2016,112,정부청사,"194,797","211,285","178,837","192,229","211,125","228,000","201,743","216,407","207,414","223,955","195,278","210,278","190,853","205,204","183,434","197,521","179,912","192,477","197,279","212,316","198,568","212,636","205,191","221,722"
2016,113,갈마,"95,582","91,830","89,420","86,263","102,295","98,354","99,387","95,075","102,199","98,069","96,288","91,441","94,645","90,212","90,839","86,467","89,973","86,040","98,329","93,356","97,587","93,020","102,468","97,483"
2016,114,월평,"119,586","120,921","107,472","108,235","129,122","132,421","127,436","127,994","128,766","130,565","119,019","119,690","118,861","120,200","113,451","115,772","114,402","116,842","127,531","128,915","121,931","122,000","125,843","124,627"
2016,115,갑천,"31,294","30,363","28,973","28,144","34,302","33,425","33,397","33,173","35,175","33,883","32,889","31,856","30,320","29,057","30,793","29,403","30,001","28,995","33,429","33,092","31,827","31,346","33,294","32,031"
2016,116,유성온천,"264,979","266,222","244,889","245,091","295,007","296,283","280,709","282,775","295,493","301,803","269,954","272,529","261,979","264,196","252,417","255,708","255,918","257,991","279,331","283,742","279,245","283,542","299,901","303,268"
2016,117,구암,"78,840","79,907","74,222","75,929","92,142","93,780","90,289","91,703","90,439","91,698","86,169","86,191","80,815","80,173","78,210","78,664","80,568","81,895","88,443","88,507","85,515","86,721","85,275","85,470"
2016,118,현충원,"63,731","45,872","60,419","43,063","90,487","72,955","94,828","75,758","96,681","77,078","81,896","64,716","68,029","51,067","68,740","52,282","80,542","64,981","86,112","70,352","84,169","69,371","76,082","58,340"
2016,119,월드컵경기장,"70,602","64,333","62,871","57,667","75,845","71,036","74,170","68,001","75,060","69,386","75,970","70,193","71,506","65,556","70,101","63,818","69,067","64,374","76,100","70,270","75,384","69,152","78,987","72,590"
2016,120,노은,"127,953","134,709","119,110","125,441","128,608","136,994","124,062","131,425","130,246","137,779","123,031","130,953","127,107","135,221","125,012","133,849","116,987","125,091","127,276","135,201","127,130","134,949","136,725","143,515"
2016,121,지족,"86,574","82,928","77,989","73,941","98,622","95,020","93,678","89,543","95,774","92,631","89,684","86,739","85,418","82,011","84,021","81,090","88,586","84,617","95,849","92,237","96,335","91,747","98,081","92,814"
2016,122,반석,"203,257","184,471","189,136","170,139","220,725","199,394","212,596","192,462","218,184","199,229","210,145","192,331","207,691","189,449","199,126","180,176","191,222","170,959","208,291","185,564","207,593","184,560","217,312","192,647"
2017,101,판암,"119,873","102,724","117,214","101,434","134,120","118,008","131,167","114,539","133,288"," 116,143 "," 127,581 "," 110,535 "," 120,744 "," 104,537 "," 122,091 "," 104,509 "," 128,567 "," 111,104 "," 120,147 "," 102,797 "," 127,827 "," 109,975 "," 126,770 "," 108,988 "
2017,102,신흥,"59,941","50,550","58,175","49,245","65,252","56,282","62,937","54,969","64,392"," 56,470 "," 62,965 "," 54,975 "," 60,740 "," 52,998 "," 60,507 "," 52,941 "," 64,046 "," 56,009 "," 58,194 "," 50,567 "," 62,434 "," 54,458 "," 63,438 "," 53,820 "
2017,103,대동,"135,065","120,158","130,851","116,529","182,487","161,603","170,144","150,746","174,540"," 155,036 "," 159,592 "," 141,446 "," 144,740 "," 127,382 "," 139,787 "," 123,649 "," 167,024 "," 145,569 "," 145,892 "," 128,040 "," 164,762 "," 143,266 "," 159,648 "," 137,577 "
2017,104,대전,"323,127","319,575","311,976","308,512","344,080","342,915","338,455","337,404","351,677"," 348,757 "," 338,899 "," 340,400 "," 330,967 "," 328,305 "," 336,725 "," 333,886 "," 355,203 "," 356,856 "," 330,738 "," 325,191 "," 345,434 "," 342,501 "," 352,825 "," 351,551 "
2017,105,중앙로,"204,935","226,823","212,507","234,378","213,514","235,236","199,037","221,142","221,769"," 245,494 "," 196,753 "," 219,027 "," 211,363 "," 231,352 "," 203,381 "," 224,934 "," 200,698 "," 222,559 "," 195,529 "," 215,240 "," 194,635 "," 215,742 "," 227,043 "," 248,044 "
2017,106,중구청,"64,811","69,834","65,595","69,989","78,094","82,019","73,662","78,152","74,822"," 79,185 "," 74,577 "," 78,393 "," 72,146 "," 75,660 "," 71,228 "," 74,550 "," 76,843 "," 80,019 "," 67,198 "," 70,832 "," 79,075 "," 83,061 "," 74,700 "," 79,099 "
2017,107,서대전네거리,"209,386","217,184","212,866","219,666","234,088","241,255","224,595","231,391","230,276"," 236,949 "," 219,001 "," 226,128 "," 208,930 "," 217,865 "," 207,559 "," 216,172 "," 221,915 "," 230,675 "," 200,010 "," 207,861 "," 218,600 "," 227,587 "," 223,750 "," 233,616 "
2017,108,오룡,"129,169","116,866","129,219","117,364","149,878","134,948","140,987","125,714","143,593"," 128,545 "," 139,887 "," 124,947 "," 131,821 "," 118,864 "," 133,209 "," 120,171 "," 143,874 "," 129,363 "," 124,738 "," 112,810 "," 142,841 "," 129,123 "," 139,588 "," 127,064 "
2017,109,용문,"222,867","223,251","216,893","217,946","248,702","249,333","236,921","236,925","240,408"," 239,487 "," 231,536 "," 231,505 "," 229,887 "," 229,980 "," 226,260 "," 226,263 "," 235,077 "," 236,374 "," 212,954 "," 213,208 "," 230,804 "," 233,855 "," 236,554 "," 238,686 "
2017,110,탄방,"150,724","169,012","148,053","163,782","162,561","181,787","152,157","170,128","158,553"," 177,570 "," 153,779 "," 172,487 "," 150,504 "," 168,178 "," 153,352 "," 171,842 "," 159,154 "," 178,338 "," 140,555 "," 158,816 "," 159,339 "," 179,830 "," 166,934 "," 188,613 "
2017,111,시청,"238,379","258,937","241,025","261,589","243,053","265,507","223,137","242,867","232,729"," 252,252 "," 227,366 "," 246,416 "," 234,092 "," 249,596 "," 228,399 "," 243,645 "," 231,467 "," 250,435 "," 202,956 "," 220,118 "," 229,787 "," 247,996 "," 238,152 "," 257,458 "
2017,112,정부청사,"187,314","199,289","187,200","200,344","205,522","220,591","194,594","207,896","199,221"," 213,311 "," 193,195 "," 207,568 "," 184,550 "," 199,050 "," 187,707 "," 198,921 "," 200,698 "," 212,213 "," 172,096 "," 184,712 "," 198,821 "," 212,451 "," 199,462 "," 216,075 "
